Filename,DictionaryIPA,DictionaryTone,VowelLength,IPA,Coda,ReclassifiedTone,ReclassifiedVowelLength,VowelQuality,PhonemicIPA,ReclassifiedIPA,ReclassifiedCoda,Exclude,DictionaryMatch,Onset,OnsType
WZ08_9_180_1,tuːt7,9,long,tuːt7,obstruent,9,long,uə,tuːət,tuːət,obstruent,Keep,yes,t,voiceless stop
WZ08_5_98_1,ɕaːn1_or_toːn5,5,long,toːn5,nasal,5,long,o,toːn,tɔːn,nasal,Keep,yes,t,voiceless stop
WZ08_7_143_1,tɯk7,7,short,tɯk7,obstruent,7,short,,,tɯk,obstruent,Skipped,NA,t,voiceless stop
WZ08_6_122_2,ɕo6,6,short,ɕo6,nocoda,6,long,o,ɕoː,ɕɔː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_2_42_1,ɕi2,2,short,ɕi2,nocoda,2,long,oi,ɕoːi,sɤːi,nocoda,Keep,yes,s,voiceless fricative
WZ08_1_3_1,haːn1,1,long,haːn1,nasal,1,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ08_8_169_2,tɯk8,8,short,tɯk8,obstruent,8,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ08_8_159_1,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,ɕak,obstruent,Keep,yes,ɕ,voiceless fricative
WZ08_5_110_2,to5,5,short,to5,nocoda,5,long,,,to,nocoda,Skipped,NA,t,voiceless stop
WZ08_5_95_1,han5,5,short,han5,nasal,5,short,a,han,han,nasal,Keep,yes,h,voiceless fricative
WZ08_6_118_1,han6,6,short,han6,nasal,6,short,a,han,han,nasal,Keep,yes,h,voiceless fricative
WZ08_4_79_4,kan4,4,short,kan4,nasal,4,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ08_1_4_1,kan1,1,short,kan1,nasal,1,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ08_2_34_2,hum2_or_han2,2,short,hum2,nasal,2,short,o,hom,hɔm,nasal,Keep,yes,h,voiceless fricative
WZ08_4_86_1,ɣo4,4,short,ɣo4,nocoda,4,long,o,ɣoː,ɹɔː,nocoda,Extra,NA,ɹ,sonorant
WZ08_3_72_1,tu3,3,short,tu3,nocoda,3,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ08_3_185_2,kɯən3_or_pliəŋ3,3,short,kɯən3,nasal,3,long,iə,kiːəm,kiːəm,nasal,Keep,no,k,voiceless stop
WZ08_4_156_2,hon4_or_tup8,4,short,hon4,nasal,4,short,o,hon,hɔn,nasal,Keep,yes,h,voiceless fricative
WZ08_3_56_1,ɕan3,3,short,ɕan3,nasal,3,short,a,jan,jan,nasal,Keep,no,j,sonorant
WZ08_1_12_2,dɯːn1,1,long,dɯːn1,nasal,1,long,ɯə,dɯːən,dɯːən,nasal,Extra,NA,d,voiced stop
WZ08_7_183_1,ɕiət7,7,short,ɕiət7,obstruent,0,long,iə,ɕiːət,ɕiːət,obstruent,Keep,no,ɕ,voiceless fricative
WZ08_0_197_1,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,,,ɣɯːt,obstruent,Skipped,NA,ɣ,voiced fricative
WZ08_9_175_1,ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Extra,NA,ɕ,voiceless fricative
WZ08_2_47_1,haːn2,2,long,haːn2,nasal,3,NA,au,hau,hau,nocoda,Keep,no,h,voiceless fricative
WZ08_1_27_2,puən1,1,short,puən1,nasal,1,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ08_3_129_2,ɣum3,3,short,ɣum3,nasal,6,long,e,leː,lei,nocoda,Keep,no,l,sonorant
WZ08_5_112_1,pan5,5,short,pan5,nasal,5,short,a,pan,pan,nasal,Keep,yes,p,voiceless stop
WZ08_0_190_2,ɣaːk8,0,long,ɣaːk8,obstruent,1,long,,,kan,nasal,Exclude Token,NA,k,voiceless stop
WZ08_7_183_2,ɕiət7,7,short,ɕiət7,obstruent,0,long,iə,ɕiːət,ɕiːət,obstruent,Keep,no,ɕ,voiceless fricative
WZ08_4_81_3,heːn4_or_hen4,4,NA,hen4,nasal,4,NA,e,heːn,hen,nasal,Extra,yes,h,voiceless fricative
WZ08_5_148_1,θaːu5_or_pat7,5,long,θaːu5,nocoda,5,long,au,θaːu,θaːu,nocoda,Keep,yes,θ,voiceless fricative
WZ08_6_121_2,so6,6,short,so6,nocoda,6,long,o,θoː,θɔː,nocoda,Keep,yes,θ,voiceless fricative
WZ08_8_168_1,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕuk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ08_1_14_2,ta1,1,short,ta1,nocoda,1,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ08_6_120_2,va6,6,short,va6,nocoda,6,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ08_3_70_1,hap7_or_man3_or_he3,3,short,he3,nocoda,5,long,a,haː,haː,nocoda,Keep,no,h,voiceless fricative
WZ08_3_72_2,tu3,3,short,tu3,nocoda,3,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ08_1_8_2,soːn1,1,long,soːn1,nasal,1,long,o,θoːn,θɔːn,nasal,Keep,yes,θ,voiceless fricative
WZ08_9_52_2,ʔjoːt9,9,long,ʔjoːt9,obstruent,9,long,,,ʔjoːt,obstruent,Skipped,NA,ʔ,glottal stop
WZ08_8_162_2,tit8,8,short,tit8,obstruent,8,short,i,tit,tiət,obstruent,Keep,yes,t,voiceless stop
WZ08_0_194_1,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,ɯə,ɣɯːət,ɹɯːat,obstruent,Keep,yes,ɹ,sonorant
WZ08_8_170_2,kɯt8,8,short,kɯt8,obstruent,7,short,ɯ,ɕɯk,ɕɯk,obstruent,Keep,no,ɕ,voiceless fricative
WZ08_4_156_3,hon4_or_tup8,4,short,hon4,nasal,4,short,o,hon,hɔn,nasal,Keep,yes,h,voiceless fricative
WZ08_5_102_1,suːn5,5,long,suːn5,nasal,5,long,uə,θuːən,θuːən,nasal,Extra,NA,θ,voiceless fricative
WZ08_8_166_1,tok8,8,short,tok8,obstruent,8,short,o,tok,tɔk,obstruent,Extra,NA,t,voiceless stop
WZ08_6_120_3,va6,6,short,va6,nocoda,6,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ08_2_36_2,toːn2,2,long,toːn2,nasal,2,long,o,toːn,tuːən,nasal,Keep,yes,t,voiceless stop
WZ08_9_181_2,taːt9_or_θok7,9,long,taːt9,obstruent,9,long,a,taːt,taːt,obstruent,Keep,yes,t,voiceless stop
WZ08_0_194_2,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,ɯə,ɣɯːət,ɹɯːat,obstruent,Keep,yes,ɹ,sonorant
WZ08_6_116_2,ɕaːn6,6,long,ɕaːn6,nasal,6,long,,,ɕaːn,nasal,Skipped,NA,ɕ,voiceless fricative
WZ08_6_132_1,pɯn6,6,short,pɯn6,nasal,2,NA,ai,hai,hai,nocoda,Keep,no,h,voiceless fricative
WZ08_3_54_4,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Keep,yes,t,voiceless stop
WZ08_2_46_3,tin2,2,short,tin2,nasal,5,long,o,toː,tɔː,nocoda,Keep,no,t,voiceless stop
WZ08_9_51_1,paːt9,9,long,paːt9,obstruent,9,long,a,paːt,paːt,obstruent,Keep,yes,p,voiceless stop
WZ08_4_85_1,ɣo4,4,short,ɣo4,nocoda,4,long,o,ɣoː,ɹɔː,nocoda,Keep,yes,ɹ,sonorant
WZ08_5_106_1,va5,5,short,va5,nocoda,5,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ08_5_108_2,tɕi5,5,short,tɕi5,nocoda,5,long,oi,ɕoːi,ɕɤːi,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_5_107_4,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_3_154_3,tiəm3,3,short,tiəm3,nasal,7,short,a,ɕak,ɕak,obstruent,Keep,no,ɕ,voiceless fricative
WZ08_0_188_1,ɕaːk8,0,long,ɕaːk8,obstruent,0,long,a,ɕaːk,ɕaːk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ08_7_137_1,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,ɕat,obstruent,Keep,yes,ɕ,voiceless fricative
WZ08_9_174_2,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Extra,yes,d,voiced stop
WZ08_5_110_3,to5,5,short,to5,nocoda,5,long,,,to,nocoda,Skipped,NA,t,voiceless stop
WZ08_5_155_3,lon5,5,short,lon5,nasal,7,short,o,tok,tɔk,obstruent,Keep,no,t,voiceless stop
WZ08_1_24_1,ɕɯ1,1,short,ɕɯ1,nocoda,5,NA,a,kam,kam,nasal,Keep,no,k,voiceless stop
WZ08_7_141_1,kut7,7,short,kut7,obstruent,7,short,u,kut,kut,obstruent,Keep,yes,k,voiceless stop
WZ08_6_130_1,faːn6,6,long,faːn6,nasal,6,long,a,faːn,ʋaːn,nasal,Keep,yes,ʋ,voiced fricative
WZ08_0_192_1,keːt8,0,long,keːt8,obstruent,0,long,e,keːt,keːət,obstruent,Keep,yes,k,voiceless stop
WZ08_3_72_3,tu3,3,short,tu3,nocoda,3,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ08_2_31_1,san2,2,short,san2,nasal,2,short,,,θan,nasal,Exclude Item,NA,θ,voiceless fricative
WZ08_9_179_2,tiːt7,9,long,tiːt7,obstruent,0,long,iə,tiːət,tiːət,obstruent,Keep,yes,t,voiceless stop
WZ08_5_78_2,naːu5_or_ne5,5,short,ne5,nocoda,1,long,e,neː,neː,nocoda,Keep,no,n,nasal
WZ08_0_186_2,faːt8,0,long,faːt8,obstruent,0,long,a,faːt,faːt,obstruent,Keep,yes,f,voiceless fricative
WZ08_9_179_3,tiːt7,9,long,tiːt7,obstruent,0,long,iə,tiːət,tiːət,obstruent,Keep,yes,t,voiceless stop
WZ08_3_62_2,dɯn3,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ08_8_91_2,fak8,8,short,fak8,obstruent,5,NA,o,ɣon,ɹɔn,nasal,Keep,no,ɹ,sonorant
WZ08_5_148_2,θaːu5_or_pat7,5,long,θaːu5,nocoda,5,long,au,θaːu,θaːu,nocoda,Keep,yes,θ,voiceless fricative
WZ08_9_184_2,tiŋ5_or_toːt9,9,long,toːt9,obstruent,9,long,o,toːt,tɔːt,obstruent,Keep,yes,t,voiceless stop
WZ08_7_140_2,tok7,7,short,tok7,obstruent,7,short,o,tok,tɔk,obstruent,Keep,yes,t,voiceless stop
WZ08_2_31_2,san2,2,short,san2,nasal,2,short,,,θan,nasal,Exclude Item,NA,θ,voiceless fricative
WZ08_8_163_2,ɕip8,8,short,ɕip8,obstruent,8,short,i,ɕip,ɕip,obstruent,Keep,yes,ɕ,voiceless fricative
WZ08_3_75_1,peːn3,3,long,peːn3,nasal,3,long,e,peː,peː,nocoda,Keep,no,p,voiceless stop
WZ08_2_35_1,ɕiːn2,2,long,ɕiːn2,nasal,2,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ08_3_60_2,tin3,3,short,tin3,nasal,4,long,eu,feːu,feːu,nocoda,Keep,no,f,voiceless fricative
WZ08_5_96_2,haːn5,5,long,haːn5,nasal,5,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ08_0_195_1,kɯːt8,0,long,kɯːt8,obstruent,0,long,ɯə,kɯːət,kɯːat,obstruent,Keep,yes,k,voiceless stop
WZ08_9_180_2,tuːt7,9,long,tuːt7,obstruent,9,long,uə,tuːət,tuːət,obstruent,Keep,yes,t,voiceless stop
WZ08_7_140_3,tok7,7,short,tok7,obstruent,7,short,o,tok,tɔk,obstruent,Keep,yes,t,voiceless stop
WZ08_3_60_3,tin3,3,short,tin3,nasal,4,long,eu,feːu,feːu,nocoda,Keep,no,f,voiceless fricative
WZ08_2_44_1,ɣu2,2,short,ɣu2,nocoda,2,long,u,ɣuː,ruː,nocoda,Keep,yes,r,sonorant
WZ08_1_6_1,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ08_1_22_1,ɕo1,1,short,ɕo1,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Keep,no,ɕ,voiceless fricative
WZ08_5_92_7,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ08_9_176_1,ɕaːt9,9,long,ɕaːt9,obstruent,2,NA,au,tau,tau,nocoda,Keep,no,t,voiceless stop
WZ08_3_185_3,kɯən3_or_pliəŋ3,3,short,kɯən3,nasal,3,long,iə,kiːəm,kiːəm,nasal,Keep,no,k,voiceless stop
WZ08_7_152_2,pit7,7,short,pit7,obstruent,7,short,i,pit,pit,obstruent,Extra,NA,p,voiceless stop
WZ08_1_16_1,ha1,1,short,ha1,nocoda,1,long,a,haː,haː,nocoda,Keep,yes,h,voiceless fricative
WZ08_9_174_3,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Extra,yes,d,voiced stop
WZ08_8_161_1,sak8,8,short,sak8,obstruent,8,short,a,θak,θak,obstruent,Keep,yes,θ,voiceless fricative
WZ08_0_186_3,faːt8,0,long,faːt8,obstruent,0,long,a,faːt,faːt,obstruent,Keep,yes,f,voiceless fricative
WZ08_3_73_1,fan3,3,short,fan3,nasal,3,short,a,fan,fan,nasal,Keep,yes,f,voiceless fricative
WZ08_3_57_1,kan3_or_kit7,3,short,kan3,nasal,3,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ08_9_52_3,ʔjoːt9,9,long,ʔjoːt9,obstruent,9,long,,,ʔjoːt,obstruent,Skipped,NA,ʔ,glottal stop
WZ08_2_39_1,hen2,2,short,hen2,nasal,2,short,e,heːn,hen,nasal,Keep,yes,h,voiceless fricative
WZ08_9_178_1,ɣaːk9,9,long,ɣaːk9,obstruent,9,long,a,ɣaːk,laːk,obstruent,Keep,yes,l,sonorant
WZ08_8_160_2,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,ɕak,obstruent,Extra,NA,ɕ,voiceless fricative
WZ08_5_76_1,ɕa3_or_te5,5,short,te5,nocoda,5,long,e,teː,teː,nocoda,Keep,yes,t,voiceless stop
WZ08_1_24_2,ɕɯ1,1,short,ɕɯ1,nocoda,5,NA,a,kam,kam,nasal,Keep,no,k,voiceless stop
WZ08_1_30_1,θi1,1,short,θi1,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Keep,no,ɕ,voiceless fricative
WZ08_3_67_2,do3,3,short,do3,nocoda,3,long,o,doː,doː,nocoda,Keep,yes,d,voiced stop
WZ08_2_34_3,hum2_or_han2,2,short,hum2,nasal,2,short,o,hom,hɔm,nasal,Keep,yes,h,voiceless fricative
WZ08_2_43_1,tu2,2,short,tu2,nocoda,2,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ08_5_111_2,to5,5,short,to5,nocoda,5,long,o,toː,tɔː,nocoda,Extra,NA,t,voiceless stop
WZ08_5_96_3,haːn5,5,long,haːn5,nasal,5,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ08_6_124_3,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_7_134_2,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,ɕat,obstruent,Extra,NA,ɕ,voiceless fricative
WZ08_1_14_3,ta1,1,short,ta1,nocoda,1,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ08_5_104_2,ɕa5,5,short,ɕa5,nocoda,5,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_7_142_2,ɕɯt7,7,short,ɕɯt7,obstruent,2,NA,au,ɕau,ɕau,nocoda,Keep,no,ɕ,voiceless fricative
WZ08_0_195_2,kɯːt8,0,long,kɯːt8,obstruent,0,long,ɯə,kɯːət,kɯːat,obstruent,Keep,yes,k,voiceless stop
WZ08_5_112_2,pan5,5,short,pan5,nasal,5,short,a,pan,pan,nasal,Keep,yes,p,voiceless stop
WZ08_4_90_2,puən4,4,short,puən4,nasal,4,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ08_3_68_3,do3,3,short,do3,nocoda,3,long,o,doː,doː,nocoda,Extra,NA,d,voiced stop
WZ08_5_78_3,naːu5_or_ne5,5,short,ne5,nocoda,1,long,e,neː,neː,nocoda,Keep,no,n,nasal
WZ08_1_15_1,ɣa1,1,short,ɣa1,nocoda,1,long,a,taː,taː,nocoda,Keep,no,t,voiceless stop
WZ08_0_189_1,taːk8,0,long,taːk8,obstruent,0,long,a,taːk,taːʔ,obstruent,Keep,yes,t,voiceless stop
WZ08_3_53_2,dɯn3_or_tan1,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Extra,yes,d,voiced stop
WZ08_5_131_2,puən5_or_tiŋ2,5,short,puən5,nasal,5,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ08_1_15_2,ɣa1,1,short,ɣa1,nocoda,1,long,a,taː,taː,nocoda,Keep,no,t,voiceless stop
WZ08_2_43_2,tu2,2,short,tu2,nocoda,2,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ08_6_117_1,haːn6,6,long,haːn6,nasal,6,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ08_3_56_2,ɕan3,3,short,ɕan3,nasal,3,short,a,jan,jan,nasal,Keep,no,j,sonorant
WZ08_2_40_2,ɕa2,2,short,ɕa2,nocoda,2,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_2_34_4,hum2_or_han2,2,short,hum2,nasal,2,short,o,hom,hɔm,nasal,Keep,yes,h,voiceless fricative
WZ08_6_124_4,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_3_58_2,vaːn3,3,long,vaːn3,nasal,3,long,a,waːn,waːn,nasal,Keep,yes,w,sonorant
WZ08_3_71_1,su3,3,short,su3,nocoda,3,long,u,θuː,θuː,nocoda,Keep,yes,θ,voiceless fricative
WZ08_9_178_2,ɣaːk9,9,long,ɣaːk9,obstruent,5,NA,ai,ɕai,ɕai,nocoda,Keep,no,ɕ,voiceless fricative
WZ08_3_54_5,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Keep,yes,t,voiceless stop
WZ08_5_155_4,lon5,5,short,lon5,nasal,7,short,o,tok,tɔk,obstruent,Keep,no,t,voiceless stop
WZ08_8_162_3,tit8,8,short,tit8,obstruent,8,short,i,tit,tiət,obstruent,Keep,yes,t,voiceless stop
WZ08_1_6_2,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ08_1_5_4,tin1,1,short,tin1,nasal,1,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ08_5_76_2,ɕa3_or_te5,5,short,te5,nocoda,5,long,e,teː,teː,nocoda,Keep,yes,t,voiceless stop
WZ08_4_80_1,ɣaːt8_or_ɣon4,4,short,ɣon4,nasal,4,short,o,ɣon,ɹan,nasal,Keep,yes,ɹ,sonorant
WZ08_4_89_2,heːn4,4,long,heːn4,nasal,4,long,e,heːn,heːn,nasal,Keep,yes,h,voiceless fricative
WZ08_7_158_2,tat7_or_ɣat8,7,short,tat7,obstruent,7,short,a,tat,tat,obstruent,Keep,yes,t,voiceless stop
WZ08_3_69_1,ɕe3,3,short,ɕe3,nocoda,3,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_6_122_3,ɕo6,6,short,ɕo6,nocoda,6,long,o,ɕoː,ɕɔː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_9_177_1,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Keep,yes,d,voiced stop
WZ08_3_77_1,ɕi3,3,short,ɕi3,nocoda,1,long,e,neː,neː,nocoda,Keep,no,n,nasal
WZ08_9_175_2,ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Extra,NA,ɕ,voiceless fricative
WZ08_0_194_3,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,ɯə,ɣɯːət,ɹɯːat,obstruent,Keep,yes,ɹ,sonorant
WZ08_3_77_2,ɕi3,3,short,ɕi3,nocoda,1,long,e,neː,neː,nocoda,Keep,no,n,nasal
WZ08_7_135_1,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,sat,obstruent,Extra,NA,s,voiceless fricative
WZ08_2_44_2,ɣu2,2,short,ɣu2,nocoda,2,long,u,ɣuː,ruː,nocoda,Keep,yes,r,sonorant
WZ08_8_167_1,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕuk,obstruent,Extra,NA,ɕ,voiceless fricative
WZ08_3_62_3,dɯn3,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ08_9_182_3,θɯk7_or_ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Keep,yes,ɕ,voiceless fricative
WZ08_1_19_2,ɕi1,1,short,ɕi1,nocoda,1,long,,,ɕiː,nocoda,Skipped,NA,ɕ,voiceless fricative
WZ08_5_92_8,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ08_3_63_2,hɯn3,3,short,hɯn3,nasal,3,short,ɯ,hɯn,hɯn,nasal,Keep,yes,h,voiceless fricative
WZ08_NA_172_2,pi5_ɣeːŋ4,NA,long,pi5_ɣeːŋ4,NA,NA,long,,,pi5_ɣeːŋ,nasal,Skipped,NA,p,voiceless stop
WZ08_5_155_5,lon5,5,short,lon5,nasal,7,short,o,tok,tɔk,obstruent,Keep,no,t,voiceless stop
WZ08_2_44_3,ɣu2,2,short,ɣu2,nocoda,2,long,u,ɣuː,ruː,nocoda,Keep,yes,r,sonorant
WZ08_3_55_2,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ08_5_92_9,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ08_2_41_2,ka2,2,short,ka2,nocoda,2,long,a,kaː,kaː,nocoda,Keep,yes,k,voiceless stop
WZ08_9_51_2,paːt9,9,long,paːt9,obstruent,9,long,a,paːt,paːt,obstruent,Keep,yes,p,voiceless stop
WZ08_5_95_2,han5,5,short,han5,nasal,5,short,a,han,han,nasal,Keep,yes,h,voiceless fricative
WZ08_7_151_2,tik7,7,short,tik7,obstruent,7,short,,,tik,obstruent,Skipped,NA,t,voiceless stop
WZ08_8_157_1,hon4_or_mop8,8,short,mop8,obstruent,3,long,a,taː,taː,nocoda,Keep,no,t,voiceless stop
WZ08_3_54_6,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ08_2_33_1,ɣaːn2,2,long,ɣaːn2,nasal,2,long,a,ɣaːn,ɣaːn,nasal,Keep,yes,ɣ,voiced fricative
WZ08_6_123_2,ɣo6,6,short,ɣo6,nocoda,6,long,,,lao,nocoda,Exclude Item,NA,l,sonorant
WZ08_6_117_2,haːn6,6,long,haːn6,nasal,6,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ08_1_1_1,ɕan1,1,short,ɕan1,nasal,1,short,a,ɕan,ɕan,nasal,Keep,yes,ɕ,voiceless fricative
WZ08_9_51_3,paːt9,9,long,paːt9,obstruent,9,long,a,paːt,paːt,obstruent,Keep,yes,p,voiceless stop
WZ08_8_168_2,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕuk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ08_9_174_4,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Extra,yes,d,voiced stop
WZ08_2_28_2,tiəu6_or_lau2,2,short,lau2,nocoda,2,NA,au,lau,lau,nocoda,Keep,yes,l,sonorant
WZ08_0_186_4,faːt8,0,long,faːt8,obstruent,0,long,a,faːt,faːt,obstruent,Keep,yes,f,voiceless fricative
WZ08_9_176_2,ɕaːt9,9,long,ɕaːt9,obstruent,2,NA,au,tau,tau,nocoda,Keep,no,t,voiceless stop
WZ08_9_176_3,ɕaːt9,9,long,ɕaːt9,obstruent,2,NA,au,tau,tau,nocoda,Keep,no,t,voiceless stop
WZ08_5_131_3,puən5_or_tiŋ2,5,short,puən5,nasal,5,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ08_1_14_4,ta1,1,short,ta1,nocoda,1,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ08_NA_172_3,pi5_ɣeːŋ4,NA,long,pi5_ɣeːŋ4,NA,NA,long,,,pi5_ɣeːŋ,nasal,Skipped,NA,p,voiceless stop
WZ08_1_10_2,ɕeːn1,1,long,ɕeːn1,nasal,1,long,e,ɕeːn,ɕjeːn,nasal,Keep,yes,ɕ,voiceless fricative
WZ08_2_31_3,san2,2,short,san2,nasal,2,short,,,θan,nasal,Exclude Item,NA,θ,voiceless fricative
WZ08_1_10_3,ɕeːn1,1,long,ɕeːn1,nasal,1,long,e,ɕeːn,ɕjeːn,nasal,Keep,yes,ɕ,voiceless fricative
WZ08_1_13_2,dɯn1,1,short,dɯn1,nasal,1,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ08_9_26_2,keːk7,9,long,keːk7,obstruent,9,long,e,keːk,keːk,obstruent,Keep,yes,k,voiceless stop
WZ08_8_170_3,kɯt8,8,short,kɯt8,obstruent,7,short,ɯ,ɕɯk,ɕɯk,obstruent,Keep,no,ɕ,voiceless fricative
WZ08_3_55_3,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ08_1_17_1,va1,1,short,va1,nocoda,1,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ08_2_47_2,haːn2,2,long,haːn2,nasal,3,NA,au,hau,hau,nocoda,Keep,no,h,voiceless fricative
WZ08_1_14_5,ta1,1,short,ta1,nocoda,1,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ08_3_60_4,tin3,3,short,tin3,nasal,4,long,eu,feːu,feːu,nocoda,Keep,no,f,voiceless fricative
WZ08_7_136_2,dat7,7,short,dat7,obstruent,7,short,a,dat,dat,obstruent,Keep,yes,d,voiced stop
WZ08_2_46_4,tin2,2,short,tin2,nasal,5,long,o,toː,tɔː,nocoda,Keep,no,t,voiceless stop
WZ08_5_109_1,to5,5,short,to5,nocoda,5,long,o,toː,toː,nocoda,Keep,yes,t,voiceless stop
WZ08_5_76_3,ɕa3_or_te5,5,short,te5,nocoda,5,long,e,teː,teː,nocoda,Keep,yes,t,voiceless stop
WZ08_5_107_5,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ08_2_31_4,san2,2,short,san2,nasal,2,short,,,θan,nasal,Exclude Item,NA,θ,voiceless fricative
